序號,詞語,級別,注音,漢拼,詞類/性質,詞彙英譯,語義/義項,情境,用法-常用搭配詞,例句
952,郵局,第2*級,ㄧㄡˊ ㄐㄩˊ,yóujú,N,post office,寄信跟賣郵票的地方。,11.公共服務,一家郵局,前面有一家郵局，你可以去那裡寄信。
953,有空,第2*級,ㄧㄡˇ ㄎㄨㄥˋ,yǒukòng,Vs,to have free time,有時間。,4.休閒、娛樂,有空的時候,我有空的時候常去游泳。
954,有錢,第2*級,ㄧㄡˇ ㄑㄧㄢˊ,yǒuqián,Vs,"rich, wealthy",錢很多。,核心詞,有錢的人,如果我很有錢，我要去全世界旅行。
955,有名,第2*級,ㄧㄡˇ ㄇㄧㄥˊ,yǒumíng,Vs,"famous, well-known",很多人都知道。,核心詞,,台灣的茶很有名。
956,有意思,第2*級,ㄧㄡˇ ㄧˋ ˙ㄙ,yǒuyìsi,Vs,"interesting, fascinating",,核心詞,有意思的故事,我昨天看了一部很有意思的電影。
957,有用,第2*級,ㄧㄡˇ ㄩㄥˋ,yǒuyòng,Vs,useful,,核心詞,有用的東西,學中文的時候，這本字典很有用。
958,炸1,第2*級,ㄓㄚˊ,zhá,V,to deep fry,一種做菜的方法。,10.餐飲、烹飪,炸魚，炸雞,奶奶說炸的東西不要吃太多。
959,照相,第2*級,ㄓㄠˋ ㄒㄧㄤˋ,zhàoxiàng,V,to take a photograph,,4.休閒、娛樂,照一張相,我的手機能上網，也能照相。
960,週日,第2*級,ㄓㄡ ㄖˋ,zhōurì,N,Sunday,星期天、星期日、禮拜天、禮拜日。,核心詞,週日早上，每個週日,上個週日，我們去海邊游泳。
961,週一,第2*級,ㄓㄡ ㄧ,zhōuyī,N,Monday,星期一，禮拜一。,核心詞,每（個）週一，下（個）週一，週一早上,這家店每個週一都會休息。
962,祝,第2*級,ㄓㄨˋ,zhù,V,to wish,希望別人有好的事情。,6.社交、人際,,祝你生日快樂。
963,字典,第2*級,ㄗˋ ㄉㄧㄢˇ,zìdiǎn,N,"dictionary, character dictionary",有很多字，也有每個字的意思的書。,8.教育、學習,一本字典，中文字典,學習語言的時候要有一本好的字典。
964,租,第2*級,ㄗㄨ,zū,V,"rent from, hire, rent out, let",,2.日常起居,租車，跟（人）租房子，租給,我們租了一輛車，打算自己開車去玩。這個房子已經租給別人了。
965,足球,第2*級,ㄗㄨˊ ㄑㄧㄡˊ,zúqiú,N,soccer,,4.休閒、娛樂,踢足球，足球比賽,足球是全世界最多人喜歡的運動。
966,安全,第3級,ㄢ ㄑㄩㄢˊ,ānquán,Vs,safe,不危險,12.安全,,騎自行車時最好戴安全帽，比較安全。
967,安全,第3級,ㄢ ㄑㄩㄢˊ,ānquán,N,safety,沒有危險的情形。,12.安全,交通安全，校園安全,過馬路的時候要注意安全。
968,報告,第3級,ㄅㄠˋ ㄍㄠˋ,bàogào,V,to make a report,比較正式的對別人說一件事的情形，或一個研究的結果。,3.職業,向……報告,他向大家報告這個研究的結果。我跟同學報告這次旅行的經過。
969,報告,第3級,ㄅㄠˋ ㄍㄠˋ,bàogào,N,report,老師要學生做的一種作業，大部分是跟學習有關係的題目。,3.職業,一份報告，研究報告，寫報告,老師要我們每個人交一份報告。
970,背2,第3級,ㄅㄟ,bēi,V,to carry sth. on back,把東西或人放在背上。,核心詞,背書包，背背包，背著（東西或人）,他背著一個很漂亮的書包去學校。
971,背1,第3級,ㄅㄟˋ,bèi,N,back,身體的後面。,7.身體、醫療,背部，背痛,他昨天搬了很重的東西，所以今天背很痛。
972,背1,第3級,ㄅㄟˋ,bèi,V,to recite from memory,記得書裡的東西，可以不看書就念出來或寫出來。,7.身體、醫療,背三個句子，背了書，背起來,明天要考試了，我今天晚上要把這一課的詞背好。
973,遍,第3級,ㄅㄧㄢˋ,biàn,M,classifier for timing,,核心詞,一遍，說一遍,不好意思，我沒聽清楚，請你再說一遍。
974,便當,第3*級,ㄅㄧㄢˋ ㄉㄤ,biàndāng,N,"bento (a meal in a partitioned box), lunchbox",把一餐要吃的食物放在盒子裡，當作午餐或晚餐。,10.餐飲、烹飪,一個便當，訂便當，帶便當;,今天中午不出去吃，我們訂便當。;我要去買便當。
975,餅乾,第3級,ㄅㄧㄥˇ ㄍㄢ,bǐnggān,N,"cookie, cracker",一種點心。,10.餐飲、烹飪,一塊餅乾，一包餅乾，巧克力餅乾,媽媽把巧克力餅乾放在餐桌上。
976,必須/須,第3級,ㄅㄧˋ ㄒㄩ /ㄒㄩ,bìxū /xū,Adv,"to have to, must, necessarily",一定要。,核心詞,必須學習，必須努力,我必須找一份工作才能付房租。我們必須努力運動，才能讓身體更健康。
977,畢業,第3級,ㄅㄧˋ ㄧㄝˋ,bìyè,Vp,to graduate,在學校的學習結束了。,8.教育、學習,從……學校畢業，畢業生，畢不了業,我從大學畢業以後，就一直在這家公司工作。
978,不必,第3級,ㄅㄨˊ ㄅㄧˋ,búbì,Adv,"need not, not have to, not necessary",,核心詞,,現在可以上網買東西，不必出門。我都準備好了，你不必擔心。
979,不但,第3級,ㄅㄨˊ ㄉㄢˋ,búdàn,Conj,not only,不只。,核心詞,不但……，而且……;不但……，還……;不但……，也……,他不但會說英文，還會說德文。;;
980,不用,第3級,ㄅㄨˊ ㄩㄥˋ,búyòng,Adv,"need not, not have to, not necessary",,核心詞,,我今天買了很多水果，多吃一點，不用客氣。
981,不同,第3級,ㄅㄨˋ ㄊㄨㄥˊ,bùtóng,Vs,"different, not the same",不一樣。,核心詞,跟……不同,我們班上有很多不同國家的學生。我的想法跟你不同。
982,不同,第3級,ㄅㄨˋ ㄊㄨㄥˊ,bùtóng,N,difference,不一樣。,核心詞,,這兩個字的意思有什麼不同？
983,草莓,第3級,ㄘㄠˇ ㄇㄟˊ,cǎoméi,N,strawberry,一種水果。,10.餐飲、烹飪,一顆草莓，草莓蛋糕，草莓冰淇淋,妹妹最喜歡的水果是草莓。草莓越紅越甜。
984,廁所,第3級,ㄘㄜˋ ㄙㄨㄛˇ,cèsuǒ,N,toilet,,2.日常起居,一間廁所，上廁所,不好意思，請問廁所在哪裡？我早上起床第一件事就是上廁所。
985,查,第3級,ㄔㄚˊ,chá,V,"to look up, to check, to search",找資料來了解一件事。,核心詞,查字典，查資料,我想知道牛肉麵怎麼做，所以上網查了一些資料。
986,城市/城,第3級,ㄔㄥˊ ㄕˋ / ㄔㄥˊ,chéngshì / chéng,N,city,跟鄉下比，住的人、商店、公司比較多的地方。,5.交通、旅遊,,台北市是台灣的大城市。
987,遲到,第3級,ㄔˊ ㄉㄠˋ,chídào,Vs,to be late,沒有在應該到的時間到。,8.教育、學習,上班遲到，遲到30分鐘,我早上沒有搭到七點的公車，所以上學遲到了。
988,出國,第3級,ㄔㄨ ㄍㄨㄛˊ,chūguó,V,to go abroad,從自己的國家到別的國家。,,出國念書，出國旅行,下個月我就要出國念書了。我們家在暑假的時候會出國旅行。
989,出口,第3級,ㄔㄨ ㄎㄡˇ,chūkǒu,N,exit,,5.交通、旅遊,捷運出口，停車場出口,你從捷運三號出口出去，就可以看到學校了。
990,出口,第3級,ㄔㄨ ㄎㄡˇ,chūkǒu,V,to export,把本國的東西賣到外國。,5.交通、旅遊,出口到……,台灣的花和水果出口到世界各國。
991,出門,第3級,ㄔㄨ ㄇㄣˊ,chūmén,V,"to go out, to leave home",離開住的地方到外面去。,2.日常起居,,他整個周末都在家，沒出門。你今天早上是幾點出門的？
992,廚房,第3級,ㄔㄨˊ ㄈㄤˊ,chúfáng,N,kitchen,做飯的地方。,2.日常起居,,他在廚房裡準備晚餐。
993,傳統,第3級,ㄔㄨㄢˊ　ㄊㄨㄥˇ,chuántǒng,N,tradition,,核心詞,傳統文化,我帶外國朋友去吃台灣的傳統小吃。全家人一起吃飯是我家每年過年的傳統。
994,傳統,第3級,ㄔㄨㄢˊ　ㄊㄨㄥˇ,chuántǒng,Vs,traditional,,核心詞,,這家店的點心是用很傳統的做法做的。
995,船,第3級,ㄔㄨㄢˊ,chuán,N,"ship, boat",,5.交通、旅遊,坐船，搭船,從台灣去日本，可以搭飛機，也可以搭船。
996,春節,第3級,ㄔㄨㄣ ㄐㄧㄝˊ,chūnjié,N,Chinese New Year,華人傳統的新年。,15.文化,,在台灣，春節會放很多天的假。春節是華人最重要的傳統節日。
997,詞,第3級,ㄘˊ,cí,N,word,,8.教育、學習,一個詞,這個詞的意思我不懂。
998,搭,第3級,ㄉㄚ,dā,V,to take (transport),坐（車、飛機、船、捷運）。,5.交通、旅遊,搭捷運，搭計程車，搭飛機，搭電梯,在大城市搭捷運上班的人很多。
999,打工,第3級,ㄉㄚˇ ㄍㄨㄥ,dǎgōng,V,to work a temporary or casual job,不是正式的工作，一般是學生利用不上課的時間工作。,3.職業,打兩份工,我以前在學校旁邊的咖啡廳打工。我打兩份工來付房租。
1000,打折,第3級,ㄉㄚˇ ㄓㄜˊ,dǎzhé,V,discount,,9.購物、商店,打折活動，打七折，打對折,下個禮拜百貨公司打七折。
1001,大概,第3級,ㄉㄚˋ  ㄍㄞˋ,dàgài,Adv,probably,很可能。,核心詞,大概會,下午大概會下雨，你最好帶把傘。這麼晚了，他大概不來了。
1002,大概,第3級,ㄉㄚˋ  ㄍㄞˋ,dàgài,Adv,around,差不多。,核心詞,大概半小時，大概三十歲，大概一百多塊錢,從台北搭公車到淡水，大概要一個小時。這個活動大概下午五點結束。
1003,大概,第3級,ㄉㄚˋ  ㄍㄞˋ,dàgài,Adv,roughly,,核心詞,大概地介紹，大概地說,老師大概地說了這個學期會教些什麼。
1004,大學生,第3級,ㄉㄚˋ ㄒㄩㄝˊ ㄕㄥ,dàxuéshēng,N,"university student, college student",念大學的學生。,1.個人資料,,從今年九月開始，我們就是大學生了。
1005,到處,第3級,ㄉㄠˋ ㄔㄨˋ,dàochù,Adv,everywhere,每個地方。,核心詞,到處都,在台灣，到處都有便利商店。吃完飯後，我們在這附近到處逛逛，再回去。
1006,底下,第3級,ㄉㄧˇ ㄒㄧㄚˋ,dǐxià,N,"under, underneath",在……的下面。,核心詞,在……（的）底下，床底下,他把行李箱放在床底下。太陽底下沒有新鮮事，什麼事都可能發生。
1007,地鐵,第3級,ㄉㄧˋ ㄊㄧㄝˇ,dìtiě,N,subway,,5.交通、旅遊,搭地鐵，地鐵車站,我每天搭地鐵去學校上課。
1008,電影院,第3級,ㄉㄧㄢˋ ㄧㄥˇ ㄩㄢˋ,diànyǐngyuàn,N,cinema,,4.休閒、娛樂,一家電影院,我明天要跟朋友去電影院看電影。
1009,店員,第3級,ㄉㄧㄢˋ ㄩㄢˊ,diànyuán,N,"salesperson, salesclerk, shop assistant",在商店工作的人。,9.購物、商店,書店店員，便利商店店員，一位店員,昨天我去買手機，店員很客氣地介紹。
1010,訂,第3級,ㄉㄧㄥˋ,dìng,V,to book,先請別人留座位、門票或是東西。,4.休閒、娛樂,訂票，訂餐廳,我下個月要回國，已經訂好飛機票了。
1011,訂位,第3級,ㄉㄧㄥˋ ㄨㄟˋ,dìngwèi,V,to book a seat,先請餐廳、電影院等留座位。,9.購物、商店,訂了位,我們想看的那部電影，我已經在網路上訂了位了。
1012,丟,第3級,ㄉㄧㄡ,diū,V,to lose,東西不見了。,核心詞,,我的手機丟了，不知道掉在哪裡。
1013,丟,第3級,ㄉㄧㄡ,diū,V,to throw away,東西不要了。,核心詞,把……丟掉,請你把垃圾丟到垃圾桶裡。
1014,丟,第3級,ㄉㄧㄡ,diū,V,to throw,,核心詞,把……丟給……,我把球丟給他。
1015,豆腐,第3級,ㄉㄡˋ ㄈㄨˇ,dòufǔ,N,tofu,一種用豆子做的食物。,10.餐飲、烹飪,一塊豆腐,這個冰淇淋是用豆腐做的，很健康。
1016,豆漿,第3級,ㄉㄡˋ ㄐㄧㄤ,dòujiāng,N,soy milk,一種用黃豆做的飲料。,10.餐飲、烹飪,一杯豆漿，一碗豆漿,在台灣，許多人早上喝豆漿。
1017,讀書,第3級,ㄉㄨˊ ㄕㄨ,dúshū,V,"to read, to study",看書或學習的意思。,8.教育、學習,用功讀書,他很喜歡讀書，尤其是歷史的書。媽媽希望我用功讀書。
1018,度,第3級,ㄉㄨˋ,dù,M,degree,,5.交通、旅遊,20度,今天好熱，大概有三十七度吧！
1019,而且/且,第3級,ㄦˊ ㄑㄧㄝˇ/ㄑㄧㄝˇ,érqiě/qiě,Conj.,"moreover, and, furthermore",,核心詞,不但……，而且……,我的老師不但會說英文，而且日語也說得非常好。
1020,耳機,第3級,ㄦˇ ㄐㄧ,ěrjī,N,"earphone, headphone",掛在耳朵上，可以聽到聲音的東西。,17.科技,戴耳機,在捷運上聽音樂應該要戴上耳機，才不會吵到別人。
1021,放假,第3級,ㄈㄤˋ ㄐㄧㄚˋ,fàngjià,Phrase,to have a holiday or vacation,假日的時候，不用上班或上課。,3.職業,放三天假，放颱風假,放假的時候，我喜歡去台灣各地旅行。
1022,番茄,第3級,ㄈㄢ ㄑㄧㄝˊ,fānqié,N,tomato,一種菜或是水果。,10.餐飲、烹飪,一個番茄，番茄醬，番茄汁,番茄湯很好喝，可是我不喜歡吃番茄。
1023,發生,第3級,ㄈㄚ ㄕㄥ,fāshēng,V,"to happen, to take place, to occur",原來沒有，現在有了。,12.安全,發生問題,他最近看起來不太開心，不知道發生了什麼事。
1024,肥皂,第3級,ㄈㄟˊ ㄗㄠˋ,féizào,N,soap,,2.日常起居,一塊肥皂,我平常都用肥皂洗澡。
1025,封,第3級,ㄈㄥ,fēng,M,classifier for letter,,11.公共服務,一封信,昨天我收到美國朋友寄來的一封信。我每天都收到好幾封垃圾郵件。
1026,鳳梨,第3級,ㄈㄥˋ ㄌㄧˊ,fènglí,N,pineapple,一種水果。,10.餐飲、烹飪,一個鳳梨，鳳梨汁,我在超級市場買了一個鳳梨。
1027,服務,第3級,ㄈㄨˊ ㄨˋ,fúwù,V,to serve,幫社會或是客人做事。,核心詞,服務社會,如果有機會服務別人，我們應該去做。
1028,服務,第3級,ㄈㄨˊ ㄨˋ,fúwù,N,service,幫別人做的事。,核心詞,服務中心，服務生,那個餐廳的服務很好，所以客人很多。
1029,父母,第3級,ㄈㄨˋ ㄇㄨˇ,fùmǔ,N,parents,爸爸和媽媽。,核心詞,,我的父母都是老師。
1030,父親,第3級,ㄈㄨˋ ㄑㄧㄣ,fùqīn,N,father,爸爸。,核心詞,,我的母親是一位醫生，父親是一位老師。
1031,乾1,第3級,ㄍㄢ,gān,Vs,dry,沒有水或是需要水的樣子。,核心詞,,今天早上洗的衣服，下午就乾了。
1032,乾1,第3級,ㄍㄢ,gān,Vs,dry,空氣裡面的水很少。,核心詞,,最近的天氣很乾，都沒有下雨。
1033,乾1,第3級,ㄍㄢ,gān,N,dried food,讓食物沒有水，比較不容易壞。,核心詞,魚乾，肉乾，葡萄乾,我喜歡吃水果乾。
1034,剛才,第3級,ㄍㄤ ㄘㄞˊ,gāngcái,N,just now,剛過去不久的時間。（半個小時以內）,核心詞,,剛才他還在擔心有人不會來，現在大家都到了。你剛才說的話，我都聽懂了。
1035,趕快,第3級,ㄍㄢˇ ㄎㄨㄞˋ,gǎnkuài,Adv,"quickly, hurry up",加快速度。,核心詞,,今天流了很多汗，我想趕快回家洗澡。
1036,逛,第3級,ㄍㄨㄤˋ,guàng,Vt,"to stroll, to visit",沒有特別目的地散步、參觀。,4.休閒、娛樂,逛書店，逛夜市，逛百貨公司,我喜歡逛書店，因為在書店裡可以找到很多有趣的書。
1037,逛街,第3級,ㄍㄨㄤˋ ㄐㄧㄝ,guàngjiē,Phrase,"to stroll along the street, to go shopping",在街上走一走、看一看。,9.購物、商店,,上個週末，我陪朋友去逛街，買了帽子。
1038,關係,第3級,ㄍㄨㄢ ㄒㄧˋ,guānxì,N,"relation, relationship",人、事情、東西間，跟其他人、事情、東西的情形。,核心詞,朋友關係，A跟B（沒）有關係,他們兩個人關係很好，常常一起出去。我跟這件事情沒有關係，不要問我。
1039,關心,第3級,ㄍㄨㄢ ㄒㄧㄣ,guānxīn,Vs,to be thoughtful for,特別注意其他人或事，大部分是好的意思。,核心詞,關心別人,他很關心住在鄉下的爺爺奶奶，所以常常回去看他們。
1040,關心,第3級,ㄍㄨㄢ ㄒㄧㄣ,guānxīn,N,care,特別注意其他人或事，大部分是好的意思。,核心詞,,我的病好了，謝謝你的關心。
1041,還好,第3級,ㄏㄞˊ ㄏㄠˇ,háihǎo,Adv,fortunately,,核心詞,,下雨了，還好我帶了雨傘。
1042,海鮮,第3級,ㄏㄞˇ ㄒㄧㄢ,hǎixiān,N,seafood,生活在海裡，可以吃的動物。,10.餐飲、烹飪,海鮮餐廳,這家餐廳的海鮮不但新鮮，而且便宜。
1043,寒假,第3級,ㄏㄢˊ ㄐㄧㄚˋ,hánjià,N,winter vacation,學校在冬天放的長假。在臺灣，大部分是一、二月的時候。,8.教育、學習,放寒假,今年放寒假的時候，我要回日本看家人。
1044,漢字,第3級,ㄏㄢˋ ㄗˋ,hànzì,N,Chinese character,中國字。,8.教育、學習,,很多外國學生覺得漢字很難。
1045,好處,第3級,ㄏㄠˇ  ㄔㄨˋ,hǎochù,N,benefit,有幫助或是好的影響。,核心詞,對……有好處,多運動對身體有好處。學語言的好處是可以認識不同的文化。
1046,黑板,第3級,ㄏㄟ ㄅㄢˇ,hēibǎn,N,blackboard,老師上課的時候，常常在上面寫字的東西，大部分是黑色或是綠色。,8.教育、學習,一塊黑板,老師請同學把名字寫在黑板上。
1047,花2,第3級,ㄏㄨㄚ,huā,V,"to spend, to cost",用。,核心詞,花錢，花時間，花精神,這份報告的題目很難，我花了不少時間跟精神。
1048,華語,第3級,ㄏㄨㄚˊ ㄩˇ,huáyǔ,N,Chinese,,8.教育、學習,,學華語的人越來越多。
1049,壞處,第3級,ㄏㄨㄞˋ ㄔㄨˋ,huàichù,N,disadvantage,不好的地方或影響。,核心詞,,手機雖然很方便，但也有一些壞處。太晚睡覺的壞處是第二天精神不好。
1050,環境,第3*級,ㄏㄨㄢˊ ㄐㄧㄥˋ,huánjìng,N,"environment, surroundings",,2.日常起居,生活環境，環境污染，環境保護,現代社會的環境汙染問題越來越嚴重了。
1051,換,第3級,ㄏㄨㄢˋ,huàn,V,to exchange,為了得到一個東西，所以拿一個東西給別人。,核心詞,換錢,我去銀行換錢。我用蘋果跟你換餅乾。
1052,換,第3級,ㄏㄨㄢˋ,huàn,V,"to change, to switch",把東西從A變B。,核心詞,換工作，換衣服,妹妹的衣服弄髒了，媽媽叫她去換衣服。這雙鞋子小了一點，我想換大一號的。
1053,回答/答,第3級,ㄏㄨㄟˊ ㄉㄚˊ / ㄉㄚˊ,huídá / dá,V,"to reply, to answer",對別人問的問題，說出答案或自己的看法。,核心詞,回答問題,這個問題太難，我沒辦法回答。
1054,回答/答,第3級,ㄏㄨㄟˊ ㄉㄚˊ / ㄉㄚˊ,huídá / dá,N,"reply, answer",對別人問的問題，說出的答案或看法。,核心詞,,我問房東能不能晚一點付房租，房東的回答是：「沒問題。」
1055,回信,第3級,ㄏㄨㄟˊ ㄒㄧㄣˋ,huíxìn,N,reply letter,別人寄信過來，也寫一封寄回去的信。,11.公共服務,三封回信，收到回信,我已經把資料寄出去了，現在等學校的回信。
1056,回信,第3級,ㄏㄨㄟˊ ㄒㄧㄣˋ,huíxìn,Phrase,"to reply, to write back",收到別人寄來的信，也寫一封寄回去。,11.公共服務,回信給＋人，回……的信,這件事很急，你最好馬上回他的信。
1057,或者/或,第3級,ㄏㄨㄛˋ　ㄓㄜˇ / ㄏㄨㄛˋ,huòzhě / huò,Conj,or,還是,核心詞,A或B,你想要在家裡吃飯或者去餐廳吃飯？
1058,急,第3級,ㄐㄧˊ,jí,Vs,hurried,想要很快去做的樣子。,核心詞,急急忙忙，急著……,今天早上我急著出門，忘記帶錢包了。
1059,急,第3級,ㄐㄧˊ,jí,Vs,anxious,緊張的樣子。,核心詞,急得不得了,別急，妳的錢包一定可以找得回來。
1060,加上,第3級,ㄐㄧㄚ ㄕㄤˋ,jiāshàng,Phrase,"plus, add to",除了本來的還有另外其他的。,核心詞,再加上,一杯咖啡加上一塊蛋糕，一共是九十五元。女字加上子字是什麼字？泡溫泉很舒服，再加上對身體健康有幫助，所以我常常去泡溫泉。
1061,假1,第3級,ㄐㄧㄚˋ,jià,N,"vacation, leave",,4.休閒、娛樂,病假，事假，年假,我們過年放六天的假。
1062,簡訊,第3級,ㄐㄧㄢˇ ㄒㄩㄣˋ,jiǎnxùn,N,message,,6.社交、人際,傳簡訊,刷卡的時候，銀行會傳簡訊告訴我們花了多少錢。
1063,醬,第3級,ㄐㄧㄤˋ,jiàng,N,"Sauce, dressing",加在食物上，讓食物更有味道的汁。,10.餐飲、烹飪,番茄醬，烤肉醬，沙拉醬,你點的沙拉，想加哪一種醬？
1064,醬,第3級,ㄐㄧㄤˋ,jiàng,N,jam,,10.餐飲、烹飪,果醬，草莓醬,我喜歡在麵包上加草莓醬。
1065,交通,第3級,ㄐㄧㄠ ㄊㄨㄥ,jiāotōng,N,"traffic, transportation",,5.交通、旅遊,交通安全，交通工具,台北的交通很方便，搭捷運就能到很多地方。開車的時候要注意交通安全。
1066,教育,第3級,ㄐㄧㄠˋ ㄩˋ,jiàoyù,N,education,讓人得到知識、能力和經驗的活動。,8.教育、學習,教育程度，受教育,現在環保的教育很重要
1067,教育,第3級,ㄐㄧㄠˋ ㄩˋ,jiàoyù,V,to educate,讓人得到知識、能力和經驗。,8.教育、學習,,教育學生是老師的工作。
